Census Tract,Geographic Area Name,Population,Deaths,Mortality Rate (Deaths/100000)
"48297950400","Census Tract 9504, Live Oak County, Texas",2391,50,2091.1752404851527
"48299970200","Census Tract 9702, Llano County, Texas",3592,70,1948.7750556792873
"48299970501","Census Tract 9705.01, Llano County, Texas",2826,52,1840.056617126681
"48299970502","Census Tract 9705.02, Llano County, Texas",4202,72,1713.4697762970015
"48303000304","Census Tract 3.04, Lubbock County, Texas",4211,84,1994.7755877463787
"48303000402","Census Tract 4.02, Lubbock County, Texas",4729,59,1247.6210615352084
"48303000501","Census Tract 5.01, Lubbock County, Texas",1546,78,5045.2781371280726
"48303001000","Census Tract 10, Lubbock County, Texas",3146,75,2383.9796567069293
"48303001501","Census Tract 15.01, Lubbock County, Texas",2109,10,474.158368895211
"48303001601","Census Tract 16.01, Lubbock County, Texas",2535,52,2051.2820512820513
"48303001602","Census Tract 16.02, Lubbock County, Texas",2809,56,1993.5920256318975
"48303001713","Census Tract 17.13, Lubbock County, Texas",2972,56,1884.2530282637954
"48303001715","Census Tract 17.15, Lubbock County, Texas",1730,11,635.83815028901734
"48301950100","Census Tract 9501, Loving County, Texas",64,0,0
"48303001804","Census Tract 18.04, Lubbock County, Texas",3927,56,1426.0249554367201
"48303002203","Census Tract 22.03, Lubbock County, Texas",3056,58,1897.9057591623036
"48303000502","Census Tract 5.02, Lubbock County, Texas",103,0,0
"48303000503","Census Tract 5.03, Lubbock County, Texas",6374,0,0
"48303010417","Census Tract 104.17, Lubbock County, Texas",4318,81,1875.8684576192682
"48303010419","Census Tract 104.19, Lubbock County, Texas",6784,80,1179.2452830188681
"48303010504","Census Tract 105.04, Lubbock County, Texas",3828,55,1436.7816091954023
"48303010505","Census Tract 105.05, Lubbock County, Texas",4325,52,1202.3121387283236
"48303010509","Census Tract 105.09, Lubbock County, Texas",6653,67,1007.0644821884864
"48303010513","Census Tract 105.13, Lubbock County, Texas",2309,73,3161.5417929839759
"48303010601","Census Tract 106.01, Lubbock County, Texas",3837,77,2006.7761271826951
"48307950300","Census Tract 9503, McCulloch County, Texas",4924,79,1604.3866774979692
"48309000401","Census Tract 4.01, McLennan County, Texas",1759,10,568.50483229107454
"48309000900","Census Tract 9, McLennan County, Texas",4961,54,1088.4902237452127
"48309001401","Census Tract 14.01, McLennan County, Texas",2832,69,2436.4406779661017
"48309001402","Census Tract 14.02, McLennan County, Texas",4556,72,1580.3336259877087
"48309001600","Census Tract 16, McLennan County, Texas",6307,75,1189.1549072459172
"48309001700","Census Tract 17, McLennan County, Texas",6087,68,1117.1348776080172
"48309002302","Census Tract 23.02, McLennan County, Texas",5518,74,1341.0656034795215
"48309002501","Census Tract 25.01, McLennan County, Texas",5089,66,1296.9149145215172
"48309002503","Census Tract 25.03, McLennan County, Texas",5587,127,2273.1340612135314
"48309002600","Census Tract 26, McLennan County, Texas",5910,76,1285.9560067681896
"48309002700","Census Tract 27, McLennan County, Texas",4070,54,1326.7813267813267
"48309002900","Census Tract 29, McLennan County, Texas",4471,62,1386.7143815701186
"48309003000","Census Tract 30, McLennan County, Texas",3906,81,2073.7327188940094
"48309003200","Census Tract 32, McLennan County, Texas",5182,58,1119.2589733693555
"48309003402","Census Tract 34.02, McLennan County, Texas",5262,72,1368.3010262257696
"48303980000","Census Tract 9800, Lubbock County, Texas",0,0,NaN
"48309003703","Census Tract 37.03, McLennan County, Texas",6248,58,928.29705505761854
"48309003708","Census Tract 37.08, McLennan County, Texas",9924,70,705.360741636437
"48309003709","Census Tract 37.09, McLennan County, Texas",6449,92,1426.5777639944179
"48309003711","Census Tract 37.11, McLennan County, Texas",7247,94,1297.0884503932662
"48309003801","Census Tract 38.01, McLennan County, Texas",7332,67,913.80250954719043
"48309000300","Census Tract 3, McLennan County, Texas",4040,0,0
"48309003802","Census Tract 38.02, McLennan County, Texas",5923,74,1249.366874894479
"48309003902","Census Tract 39.02, McLennan County, Texas",6943,89,1281.8666282586778
"48309004000","Census Tract 40, McLennan County, Texas",5483,60,1094.2914462885283
"48309004102","Census Tract 41.02, McLennan County, Texas",5900,60,1016.9491525423728
"48309004201","Census Tract 42.01, McLennan County, Texas",3588,52,1449.2753623188405
"48309004300","Census Tract 43, McLennan County, Texas",8059,75,930.6365554038963
"48313000400","Census Tract 4, Madison County, Texas",5020,69,1374.5019920318725
"48315950300","Census Tract 9503, Marion County, Texas",2768,57,2059.2485549132948
"48315950400","Census Tract 9504, Marion County, Texas",2052,50,2436.6471734892784
"48317950200","Census Tract 9502, Martin County, Texas",3716,50,1345.5328310010764
"48321730202","Census Tract 7302.02, Matagorda County, Texas",1586,10,630.517023959647
"48321730204","Census Tract 7302.04, Matagorda County, Texas",4257,64,1503.4061545689453
"48321730600","Census Tract 7306, Matagorda County, Texas",5501,55,999.81821487002355
"48321730700","Census Tract 7307, Matagorda County, Texas",4177,52,1244.9126167105578
"48323950204","Census Tract 9502.04, Maverick County, Texas",4774,68,1424.3820695433599
"48323950209","Census Tract 9502.09, Maverick County, Texas",4642,52,1120.2068074105989
"48323950400","Census Tract 9504, Maverick County, Texas",3422,64,1870.2513150204556
"48323950500","Census Tract 9505, Maverick County, Texas",5747,91,1583.4348355663824
"48323950602","Census Tract 9506.02, Maverick County, Texas",4760,58,1218.4873949579833
"48323950701","Census Tract 9507.01, Maverick County, Texas",5574,62,1112.3071402942232
"48325000101","Census Tract 1.01, Medina County, Texas",7003,84,1199.4859345994573
"48325000103","Census Tract 1.03, Medina County, Texas",8031,54,672.3944714232349
"48325000302","Census Tract 3.02, Medina County, Texas",5998,58,966.98899633211079
"48309980000","Census Tract 9800, McLennan County, Texas",17,0,0
"48325000500","Census Tract 5, Medina County, Texas",4790,69,1440.501043841336
"48325000802","Census Tract 8.02, Medina County, Texas",4480,57,1272.3214285714287
"48329000100","Census Tract 1, Midland County, Texas",6056,56,924.70277410832239
"48329000200","Census Tract 2, Midland County, Texas",4693,52,1108.03324099723
"48329001200","Census Tract 12, Midland County, Texas",6001,61,1016.497250458257
"48329001300","Census Tract 13, Midland County, Texas",6690,76,1136.0239162929745
"48329001700","Census Tract 17, Midland County, Texas",4528,50,1104.2402826855125
"48329010106","Census Tract 101.06, Midland County, Texas",5268,84,1594.5330296127563
"48321990000","Census Tract 9900, Matagorda County, Texas",0,0,NaN
"48329010125","Census Tract 101.25, Midland County, Texas",4669,57,1220.8181623473977
"48331950402","Census Tract 9504.02, Milam County, Texas",3595,52,1446.4534075104311
"48331950700","Census Tract 9507, Milam County, Texas",5718,65,1136.7611052815671
"48333950200","Census Tract 9502, Mills County, Texas",2704,53,1960.0591715976332
"48335950200","Census Tract 9502, Mitchell County, Texas",7041,69,979.97443544951011
"48337950300","Census Tract 9503, Montague County, Texas",2801,76,2713.3166726169225
"48337950402","Census Tract 9504.02, Montague County, Texas",3415,52,1522.6939970717424
"48339690102","Census Tract 6901.02, Montgomery County, Texas",6955,52,747.6635514018692
"48339690204","Census Tract 6902.04, Montgomery County, Texas",4963,52,1047.7533749748136
"48339690610","Census Tract 6906.10, Montgomery County, Texas",8009,50,624.29766512673234
"48339690701","Census Tract 6907.01, Montgomery County, Texas",6467,94,1453.5333230245863
"48339690702","Census Tract 6907.02, Montgomery County, Texas",4545,61,1342.1342134213421
"48339691201","Census Tract 6912.01, Montgomery County, Texas",3148,55,1747.141041931385
"48339691302","Census Tract 6913.02, Montgomery County, Texas",5584,61,1092.4068767908311
"48339691403","Census Tract 6914.03, Montgomery County, Texas",3911,11,281.25799028381488
"48339692303","Census Tract 6923.03, Montgomery County, Texas",4990,60,1202.4048096192384
"48339692304","Census Tract 6923.04, Montgomery County, Texas",8344,70,838.92617449664431
"48339692402","Census Tract 6924.02, Montgomery County, Texas",10290,64,621.96307094266285
"48339692501","Census Tract 6925.01, Montgomery County, Texas",6921,67,968.06819823724891
"48339692604","Census Tract 6926.04, Montgomery County, Texas",9601,61,635.35048432454948
"48339692802","Census Tract 6928.02, Montgomery County, Texas",9739,67,687.955642263066
"48339692803","Census Tract 6928.03, Montgomery County, Texas",5562,54,970.87378640776694
"48339693303","Census Tract 6933.03, Montgomery County, Texas",3499,56,1600.4572735067161
"48339693600","Census Tract 6936, Montgomery County, Texas",3878,62,1598.7622485817431
"48339694002","Census Tract 6940.02, Montgomery County, Texas",6899,63,913.17582258298307
"48339694105","Census Tract 6941.05, Montgomery County, Texas",5205,52,999.03938520653207
"48339694203","Census Tract 6942.03, Montgomery County, Texas",2407,11,457.0004154549232
"48339694204","Census Tract 6942.04, Montgomery County, Texas",4617,67,1451.1587611002815
"48339694304","Census Tract 6943.04, Montgomery County, Texas",4507,57,1264.6993565564678
"48339694306","Census Tract 6943.06, Montgomery County, Texas",5137,55,1070.663811563169
"48339694503","Census Tract 6945.03, Montgomery County, Texas",11356,59,519.54913702007741
"48343950100","Census Tract 9501, Morris County, Texas",4390,69,1571.753986332574
"48343950200","Census Tract 9502, Morris County, Texas",5043,87,1725.1635930993457
"48347950200","Census Tract 9502, Nacogdoches County, Texas",5123,78,1522.5453835643177
"48347950303","Census Tract 9503.03, Nacogdoches County, Texas",3714,64,1723.2094776521271
"48347950402","Census Tract 9504.02, Nacogdoches County, Texas",3522,50,1419.6479273140262
"48347950501","Census Tract 9505.01, Nacogdoches County, Texas",2426,53,2184.6661170651278
"48347950502","Census Tract 9505.02, Nacogdoches County, Texas",4657,53,1138.0717199914109
"48347951001","Census Tract 9510.01, Nacogdoches County, Texas",2040,11,539.21568627450984
"48347951100","Census Tract 9511, Nacogdoches County, Texas",4771,74,1551.0375183399706
"48349970200","Census Tract 9702, Navarro County, Texas",6468,72,1113.1725417439702
"48349970302","Census Tract 9703.02, Navarro County, Texas",5005,88,1758.2417582417581
"48349970400","Census Tract 9704, Navarro County, Texas",4671,55,1177.478056090773
"48349970500","Census Tract 9705, Navarro County, Texas",4388,57,1298.9972652689153
"48349970600","Census Tract 9706, Navarro County, Texas",3506,71,2025.0998288648032
"48349970701","Census Tract 9707.01, Navarro County, Texas",6376,73,1144.9184441656212
"48349971000","Census Tract 9710, Navarro County, Texas",3561,50,1404.0999719180006
"48351950201","Census Tract 9502.01, Newton County, Texas",2543,60,2359.4180102241448
"48353950200","Census Tract 9502, Nolan County, Texas",4088,64,1565.5577299412914
"48353950400","Census Tract 9504, Nolan County, Texas",4067,67,1647.40595033194
"48355000601","Census Tract 6.01, Nueces County, Texas",4094,61,1489.9853444064483
"48355000700","Census Tract 7, Nueces County, Texas",4653,68,1461.4227380184827
"48355000800","Census Tract 8, Nueces County, Texas",3525,61,1730.4964539007092
"48355000900","Census Tract 9, Nueces County, Texas",3848,59,1533.2640332640333
"48355001202","Census Tract 12.02, Nueces County, Texas",2297,54,2350.8924684370918
"48355001300","Census Tract 13, Nueces County, Texas",3628,50,1378.1697905181918
"48355001500","Census Tract 15, Nueces County, Texas",4580,63,1375.5458515283842
"48355001601","Census Tract 16.01, Nueces County, Texas",4308,79,1833.7975858867223
"48355001602","Census Tract 16.02, Nueces County, Texas",3578,53,1481.2744550027949
"48355001801","Census Tract 18.01, Nueces County, Texas",5478,75,1369.1128148959474
"48355001904","Census Tract 19.04, Nueces County, Texas",4051,78,1925.4505060478893
"48355002002","Census Tract 20.02, Nueces County, Texas",3691,57,1544.2969384990517
"48355002200","Census Tract 22, Nueces County, Texas",5547,86,1550.3875968992247
"48355002303","Census Tract 23.03, Nueces County, Texas",4327,58,1340.4206147446266
"48355002400","Census Tract 24, Nueces County, Texas",6019,87,1445.4228277122445
"48355002705","Census Tract 27.05, Nueces County, Texas",5179,63,1216.451052326704
"48355003002","Census Tract 30.02, Nueces County, Texas",4665,50,1071.8113612004288
"48355003101","Census Tract 31.01, Nueces County, Texas",5638,56,993.26002128414336
"48355003202","Census Tract 32.02, Nueces County, Texas",8872,78,879.17042380522992
"48355003306","Census Tract 33.06, Nueces County, Texas",4691,71,1513.5365593690044
"48355003401","Census Tract 34.01, Nueces County, Texas",4143,59,1424.0888245232923
"48355003402","Census Tract 34.02, Nueces County, Texas",5783,67,1158.5682171883104
"48355003602","Census Tract 36.02, Nueces County, Texas",6094,59,968.16540859862164
"48355005413","Census Tract 54.13, Nueces County, Texas",2892,10,345.78146611341629
"48355005415","Census Tract 54.15, Nueces County, Texas",6695,58,866.31814787154588
"48355005603","Census Tract 56.03, Nueces County, Texas",2839,56,1972.5255371609724
"48355005605","Census Tract 56.05, Nueces County, Texas",4631,68,1468.3653638522999
"48355005801","Census Tract 58.01, Nueces County, Texas",7270,83,1141.678129298487
"48355002706","Census Tract 27.06, Nueces County, Texas",1660,0,0
"48355006400","Census Tract 64, Nueces County, Texas",2303,64,2778.9839339991318
"48361020200","Census Tract 202, Orange County, Texas",4019,60,1492.9086837521772
"48361020300","Census Tract 203, Orange County, Texas",2559,57,2227.432590855803
"48361020700","Census Tract 207, Orange County, Texas",4850,74,1525.7731958762886
"48361020900","Census Tract 209, Orange County, Texas",3584,68,1897.3214285714284
"48361021200","Census Tract 212, Orange County, Texas",4822,67,1389.4649523019493
"48361021300","Census Tract 213, Orange County, Texas",6081,68,1118.2371320506497
"48361021504","Census Tract 215.04, Orange County, Texas",3606,73,2024.4037714919577
"48361021902","Census Tract 219.02, Orange County, Texas",3886,65,1672.6711271230058
"48361022400","Census Tract 224, Orange County, Texas",6121,55,898.5459892174481
"48363000300","Census Tract 3, Palo Pinto County, Texas",3894,59,1515.1515151515152
"48363000402","Census Tract 4.02, Palo Pinto County, Texas",3819,108,2827.9654359780047
"48365950100","Census Tract 9501, Panola County, Texas",4212,65,1543.2098765432097
"48365950300","Census Tract 9503, Panola County, Texas",4151,53,1276.8007708985785
"48365950402","Census Tract 9504.02, Panola County, Texas",4017,86,2140.9011700273836
"48365950500","Census Tract 9505, Panola County, Texas",2413,53,2196.4359718193123
"48367140102","Census Tract 1401.02, Parker County, Texas",4623,65,1406.0134112048454
"48355980000","Census Tract 9800, Nueces County, Texas",0,0,NaN
"48367140202","Census Tract 1402.02, Parker County, Texas",4622,121,2617.9143228039811
"48355990000","Census Tract 9900, Nueces County, Texas",0,0,NaN
"48367140300","Census Tract 1403, Parker County, Texas",6254,76,1215.2222577550367
"48367140403","Census Tract 1404.03, Parker County, Texas",7954,80,1005.7832537088257
"48367140408","Census Tract 1404.08, Parker County, Texas",5820,57,979.38144329896909
"48367140415","Census Tract 1404.15, Parker County, Texas",4063,57,1402.9042579374848
"48367140601","Census Tract 1406.01, Parker County, Texas",9040,94,1039.8230088495575
"48367140603","Census Tract 1406.03, Parker County, Texas",10166,79,777.10013771394847
"48367140711","Census Tract 1407.11, Parker County, Texas",7048,65,922.24744608399544
"48369950300","Census Tract 9503, Parmer County, Texas",4928,65,1318.9935064935064
"48371950400","Census Tract 9504, Pecos County, Texas",4323,63,1457.3213046495489
"48371950500","Census Tract 9505, Pecos County, Texas",4821,56,1161.5847334577888
"48373210104","Census Tract 2101.04, Polk County, Texas",2622,53,2021.357742181541
"48373210105","Census Tract 2101.05, Polk County, Texas",4525,58,1281.767955801105
"48373210106","Census Tract 2101.06, Polk County, Texas",6049,106,1752.3557612828567
"48373210203","Census Tract 2102.03, Polk County, Texas",6611,61,922.70458327030713
"48373210204","Census Tract 2102.04, Polk County, Texas",4059,54,1330.3769401330378
"48373210206","Census Tract 2102.06, Polk County, Texas",3742,71,1897.3810796365578
"48373210301","Census Tract 2103.01, Polk County, Texas",4056,72,1775.1479289940828
"48373210302","Census Tract 2103.02, Polk County, Texas",4818,105,2179.3275217932751
"48373210500","Census Tract 2105, Polk County, Texas",4982,80,1605.7808109193095
"48375011700","Census Tract 117, Potter County, Texas",4567,117,2561.8567987738124
"48375011800","Census Tract 118, Potter County, Texas",3871,61,1575.8202014983208
"48375013200","Census Tract 132, Potter County, Texas",1726,66,3823.8702201622245
"48375013300","Census Tract 133, Potter County, Texas",6094,109,1788.644568427962
"48375013900","Census Tract 139, Potter County, Texas",3906,59,1510.4966717869943
"48375014300","Census Tract 143, Potter County, Texas",6427,60,933.56153726466459
"48375014500","Census Tract 145, Potter County, Texas",5574,54,968.783638320775
"48375014701","Census Tract 147.01, Potter County, Texas",2294,95,4141.2380122057539
"48375014900","Census Tract 149, Potter County, Texas",5806,61,1050.6372717878057
"48375015000","Census Tract 150, Potter County, Texas",7234,64,884.71108653580313
"48375015200","Census Tract 152, Potter County, Texas",2826,50,1769.2852087756546
"48375015300","Census Tract 153, Potter County, Texas",4462,57,1277.4540564769161
"48379950101","Census Tract 9501.01, Rains County, Texas",4712,75,1591.6808149405774
"48379950200","Census Tract 9502, Rains County, Texas",4847,74,1526.7175572519084
"48381020600","Census Tract 206, Randall County, Texas",3850,50,1298.7012987012988
"48381020800","Census Tract 208, Randall County, Texas",6360,69,1084.9056603773583
"48381021101","Census Tract 211.01, Randall County, Texas",4040,60,1485.1485148514851
"48381021200","Census Tract 212, Randall County, Texas",5267,76,1442.9466489462693
"48381021300","Census Tract 213, Randall County, Texas",5089,74,1454.116722342307
"48381021500","Census Tract 215, Randall County, Texas",4867,52,1068.4199712348468
"48381021602","Census Tract 216.02, Randall County, Texas",5123,54,1054.069880929143
"48381021604","Census Tract 216.04, Randall County, Texas",4503,73,1621.1414612480571
"48381021611","Census Tract 216.11, Randall County, Texas",7718,63,816.27364602228545
"48381021702","Census Tract 217.02, Randall County, Texas",4716,55,1166.2425784563188
"48381022001","Census Tract 220.01, Randall County, Texas",8672,59,680.350553505535
"48381022002","Census Tract 220.02, Randall County, Texas",8127,64,787.49846191706661
"48385950100","Census Tract 9501, Real County, Texas",2758,71,2574.3292240754172
"48387950501","Census Tract 9505.01, Red River County, Texas",2189,59,2695.29465509365
"48387950502","Census Tract 9505.02, Red River County, Texas",2178,55,2525.2525252525252
"48387950600","Census Tract 9506, Red River County, Texas",2648,59,2228.09667673716
"48389950400","Census Tract 9504, Reeves County, Texas",4820,56,1161.8257261410788
"48391950200","Census Tract 9502, Refugio County, Texas",3483,59,1693.9420040195232
"48375980000","Census Tract 9800, Potter County, Texas",4,0,0
"48391950400","Census Tract 9504, Refugio County, Texas",3258,50,1534.683855125844
"48393950100","Census Tract 9501, Roberts County, Texas",827,10,1209.1898428053205
"48395960300","Census Tract 9603, Robertson County, Texas",4592,73,1589.7212543554008
"48397040305","Census Tract 403.05, Rockwall County, Texas",3370,53,1572.7002967359051
"48397040408","Census Tract 404.08, Rockwall County, Texas",3054,11,360.18336607727571
"48397040503","Census Tract 405.03, Rockwall County, Texas",6943,58,835.37375774161023
"48397040507","Census Tract 405.07, Rockwall County, Texas",4755,50,1051.5247108307046
"48399950600","Census Tract 9506, Runnels County, Texas",4592,76,1655.0522648083622
"48401950300","Census Tract 9503, Rusk County, Texas",6272,102,1626.2755102040817
"48401950400","Census Tract 9504, Rusk County, Texas",4985,77,1544.6339017051155
"48401950501","Census Tract 9505.01, Rusk County, Texas",5198,60,1154.2901115813775
"48401950700","Census Tract 9507, Rusk County, Texas",5301,56,1056.4044519901906
"48401950800","Census Tract 9508, Rusk County, Texas",4176,65,1556.5134099616857
"48403950300","Census Tract 9503, Sabine County, Texas",4651,93,1999.5699849494733
"48405950200","Census Tract 9502, San Augustine County, Texas",2530,68,2687.7470355731225
"48405950300","Census Tract 9503, San Augustine County, Texas",2432,54,2220.3947368421054
"48407200104","Census Tract 2001.04, San Jacinto County, Texas",3974,53,1333.6688475088072
"48407200201","Census Tract 2002.01, San Jacinto County, Texas",3543,54,1524.1320914479256
"48407200301","Census Tract 2003.01, San Jacinto County, Texas",2982,59,1978.5378940308517
"48409010202","Census Tract 102.02, San Patricio County, Texas",4867,53,1088.9665091432094
"48409010601","Census Tract 106.01, San Patricio County, Texas",7033,56,796.24626759562057
"48409010800","Census Tract 108, San Patricio County, Texas",4152,64,1541.4258188824663
"48409011000","Census Tract 110, San Patricio County, Texas",6634,83,1251.1305396442569
"48409011300","Census Tract 113, San Patricio County, Texas",4479,72,1607.5016744809109
"48411950100","Census Tract 9501, San Saba County, Texas",2560,53,2070.3125
"48415950300","Census Tract 9503, Scurry County, Texas",6094,95,1558.9104036757467
"48415950600","Census Tract 9506, Scurry County, Texas",5119,67,1308.8493846454385
"48417950300","Census Tract 9503, Shackelford County, Texas",3105,54,1739.1304347826087
"48419950100","Census Tract 9501, Shelby County, Texas",4819,55,1141.3156256484747
"48419950200","Census Tract 9502, Shelby County, Texas",3392,58,1709.9056603773583
"48419950300","Census Tract 9503, Shelby County, Texas",4522,56,1238.3900928792571
"48419950401","Census Tract 9504.01, Shelby County, Texas",3274,60,1832.6206475259621
"48423000100","Census Tract 1, Smith County, Texas",6074,70,1152.4530786960815
"48423000201","Census Tract 2.01, Smith County, Texas",4063,50,1230.6177701206007
"48423000300","Census Tract 3, Smith County, Texas",6066,56,923.17837124958783
"48423000700","Census Tract 7, Smith County, Texas",4346,77,1771.7441325356649
"48423000800","Census Tract 8, Smith County, Texas",5655,61,1078.6914235190097
"48423000900","Census Tract 9, Smith County, Texas",4892,65,1328.6999182338511
"48423001000","Census Tract 10, Smith County, Texas",5308,79,1488.3195177091184
"48423001404","Census Tract 14.04, Smith County, Texas",7268,80,1100.7154650522841
"48423001406","Census Tract 14.06, Smith County, Texas",5880,86,1462.5850340136053
"48423001407","Census Tract 14.07, Smith County, Texas",5697,65,1140.9513779182025
"48423001502","Census Tract 15.02, Smith County, Texas",3734,61,1633.6368505623996
"48423001607","Census Tract 16.07, Smith County, Texas",4401,65,1476.9370597591455
"48423001701","Census Tract 17.01, Smith County, Texas",5062,52,1027.2619517977084
"48423001803","Census Tract 18.03, Smith County, Texas",4854,56,1153.6876802637
"48423001804","Census Tract 18.04, Smith County, Texas",4188,62,1480.4202483285578
"48423001806","Census Tract 18.06, Smith County, Texas",5375,72,1339.53488372093
"48423001807","Census Tract 18.07, Smith County, Texas",3898,57,1462.2883530015392
"48423001906","Census Tract 19.06, Smith County, Texas",6201,57,919.20657958393815
"48423001909","Census Tract 19.09, Smith County, Texas",3291,53,1610.4527499240351
"48423001911","Census Tract 19.11, Smith County, Texas",3371,52,1542.56897063186
"48423001912","Census Tract 19.12, Smith County, Texas",3005,59,1963.3943427620632
"48423001913","Census Tract 19.13, Smith County, Texas",3704,52,1403.8876889848812
"48423001915","Census Tract 19.15, Smith County, Texas",7266,70,963.39113680154139
"48423001916","Census Tract 19.16, Smith County, Texas",6258,56,894.8545861297539
"48423001917","Census Tract 19.17, Smith County, Texas",2401,57,2374.0108288213246
"48423002009","Census Tract 20.09, Smith County, Texas",7832,73,932.07354443309509
"48423002010","Census Tract 20.10, Smith County, Texas",6327,63,995.73257467994313
"48423002102","Census Tract 21.02, Smith County, Texas",5870,79,1345.8262350936968
"48423002200","Census Tract 22, Smith County, Texas",6949,60,863.4335875665563
"48427950101","Census Tract 9501.01, Starr County, Texas",1040,10,961.53846153846155
"48427950204","Census Tract 9502.04, Starr County, Texas",5765,63,1092.801387684302
"48427950402","Census Tract 9504.02, Starr County, Texas",5916,50,845.16565246788366
"48427950500","Census Tract 9505, Starr County, Texas",4086,57,1395.007342143906
"48427950602","Census Tract 9506.02, Starr County, Texas",3160,58,1835.4430379746836
"48427950701","Census Tract 9507.01, Starr County, Texas",3912,54,1380.3680981595091
"48429950200","Census Tract 9502, Stephens County, Texas",3792,68,1793.2489451476793
"48437950300","Census Tract 9503, Swisher County, Texas",4037,74,1833.0443398563289
"48439100300","Census Tract 1003, Tarrant County, Texas",5705,55,964.06660823838729
"48439100504","Census Tract 1005.04, Tarrant County, Texas",4781,54,1129.4708220037649
"48439101301","Census Tract 1013.01, Tarrant County, Texas",5498,57,1036.7406329574392
"48439101401","Census Tract 1014.01, Tarrant County, Texas",5307,55,1036.3670623704541
"48423980000","Census Tract 9800, Smith County, Texas",0,0,NaN
"48439101500","Census Tract 1015, Tarrant County, Texas",4549,53,1165.0912288415036
"48439102101","Census Tract 1021.01, Tarrant County, Texas",2328,10,429.55326460481103
"48439102500","Census Tract 1025, Tarrant County, Texas",4287,53,1236.2957779332867
"48439104505","Census Tract 1045.05, Tarrant County, Texas",4868,67,1376.3352506162694
"48439104605","Census Tract 1046.05, Tarrant County, Texas",4887,67,1370.9842439124207
"48439105008","Census Tract 1050.08, Tarrant County, Texas",8379,50,596.7299200381907
"48439105009","Census Tract 1050.09, Tarrant County, Texas",7205,59,818.87578070784173
"48439105201","Census Tract 1052.01, Tarrant County, Texas",6753,57,844.06930253220787
"48439105403","Census Tract 1054.03, Tarrant County, Texas",6281,60,955.26190097118285
"48439105502","Census Tract 1055.02, Tarrant County, Texas",5849,58,991.62249957257654
"48439105503","Census Tract 1055.03, Tarrant County, Texas",6249,118,1888.3021283405344
"48439105505","Census Tract 1055.05, Tarrant County, Texas",4911,56,1140.2972917939319
"48439105512","Census Tract 1055.12, Tarrant County, Texas",4547,56,1231.5812623707941
"48439105513","Census Tract 1055.13, Tarrant County, Texas",3008,55,1828.4574468085107
"48439105515","Census Tract 1055.15, Tarrant County, Texas",5981,53,886.13944156495563
"48439105518","Census Tract 1055.18, Tarrant County, Texas",3379,63,1864.4569399230541
"48439105519","Census Tract 1055.19, Tarrant County, Texas",4440,69,1554.0540540540542
"48439105600","Census Tract 1056, Tarrant County, Texas",5344,59,1104.0419161676648
"48439104203","Census Tract 1042.03, Tarrant County, Texas",4129,0,0
"48439105902","Census Tract 1059.02, Tarrant County, Texas",7360,52,706.52173913043475
"48439106002","Census Tract 1060.02, Tarrant County, Texas",3949,56,1418.0805267156243
"48439106005","Census Tract 1060.05, Tarrant County, Texas",3854,55,1427.0887389724962
"48439106201","Census Tract 1062.01, Tarrant County, Texas",3894,58,1489.4709809964047
"48439106202","Census Tract 1062.02, Tarrant County, Texas",4869,79,1622.509755596632
"48439106503","Census Tract 1065.03, Tarrant County, Texas",5483,68,1240.1969724603318
"48439106518","Census Tract 1065.18, Tarrant County, Texas",5524,11,199.13106444605359
"48439106519","Census Tract 1065.19, Tarrant County, Texas",2046,11,537.63440860215053
"48439110204","Census Tract 1102.04, Tarrant County, Texas",7560,68,899.47089947089944
"48439110401","Census Tract 1104.01, Tarrant County, Texas",4711,76,1613.2455954149864
"48439110402","Census Tract 1104.02, Tarrant County, Texas",5454,80,1466.8133480014669
"48439110500","Census Tract 1105, Tarrant County, Texas",7646,72,941.668846455663
"48439110703","Census Tract 1107.03, Tarrant County, Texas",5894,59,1001.017984390906
"48439110704","Census Tract 1107.04, Tarrant County, Texas",4653,83,1783.7954008166773
"48439110901","Census Tract 1109.01, Tarrant County, Texas",5326,55,1032.6699211415698
"48439110906","Census Tract 1109.06, Tarrant County, Texas",4429,61,1377.2860690900882
"48439111019","Census Tract 1110.19, Tarrant County, Texas",5466,53,969.63044273691912
"48439111028","Census Tract 1110.28, Tarrant County, Texas",7923,59,744.66742395557242
"48439111032","Census Tract 1110.32, Tarrant County, Texas",7330,55,750.34106412005463
"48439111102","Census Tract 1111.02, Tarrant County, Texas",6799,59,867.774672745992
"48439111202","Census Tract 1112.02, Tarrant County, Texas",6154,55,893.72765680857981
"48439111203","Census Tract 1112.03, Tarrant County, Texas",7033,92,1308.1188681928052
"48439111204","Census Tract 1112.04, Tarrant County, Texas",5727,53,925.4408940108259
"48439111304","Census Tract 1113.04, Tarrant County, Texas",7225,85,1176.4705882352941
"48439111311","Census Tract 1113.11, Tarrant County, Texas",7553,52,688.46815834767642
"48439111317","Census Tract 1113.17, Tarrant County, Texas",5000,52,1040
"48439111402","Census Tract 1114.02, Tarrant County, Texas",6045,54,893.30024813895784
"48439111506","Census Tract 1115.06, Tarrant County, Texas",6500,86,1323.0769230769231
"48439111522","Census Tract 1115.22, Tarrant County, Texas",7933,67,844.57330139921851
"48439111525","Census Tract 1115.25, Tarrant County, Texas",6425,79,1229.5719844357975
